PERIODO,COLE_BILINGUE,COLE_DEPTO_UBICACION,COLE_JORNADA,COLE_NATURALEZA,ESTU_GENERO,PUNT_INGLES,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_GLOBAL
20172,N,BOGOTA,UNICA,OFICIAL,M,60.0,56.0,64.0,62.0,69.0,313.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,72.0,61.0,66.0,63.0,71.0,329.0
20172,N,BOGOTA,TARDE,OFICIAL,M,61.0,55.0,67.0,74.0,75.0,336.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,46.0,46.0,56.0,59.0,60.0,273.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,57.0,56.0,56.0,52.0,49.0,268.0
20181,N,BOGOTA,MAÑANA,NO OFICIAL,F,43.0,43.0,36.0,41.0,50.0,213.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,68.0,64.0,60.0,60.0,59.0,307.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,38.0,48.0,47.0,50.0,44.0,233.0
20172,N,BOGOTA,TARDE,OFICIAL,F,38.0,45.0,30.0,34.0,44.0,191.0
20172,N,BOGOTA,TARDE,OFICIAL,F,59.0,59.0,55.0,49.0,50.0,268.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,35.0,41.0,50.0,45.0,50.0,228.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,75.0,63.0,62.0,62.0,59.0,313.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,58.0,57.0,58.0,59.0,66.0,299.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,49.0,40.0,41.0,43.0,51.0,221.0
20172,,BOGOTA,TARDE,OFICIAL,F,43.0,53.0,37.0,57.0,58.0,253.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,67.0,62.0,69.0,61.0,63.0,320.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,41.0,48.0,37.0,42.0,50.0,220.0
20172,N,BOGOTA,TARDE,OFICIAL,M,47.0,52.0,59.0,34.0,61.0,256.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,44.0,39.0,43.0,50.0,44.0,220.0
20172,N,BOGOTA,TARDE,OFICIAL,F,40.0,37.0,49.0,49.0,49.0,228.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,59.0,58.0,58.0,54.0,54.0,281.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,56.0,53.0,52.0,53.0,52.0,264.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,41.0,39.0,44.0,44.0,50.0,220.0
20171,N,BOGOTA,COMPLETA,NO OFICIAL,F,90.0,73.0,81.0,71.0,71.0,376.0
20172,N,BOGOTA,TARDE,OFICIAL,F,49.0,54.0,67.0,62.0,62.0,302.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,47.0,58.0,53.0,47.0,57.0,266.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,87.0,74.0,74.0,69.0,68.0,362.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,87.0,74.0,74.0,69.0,68.0,362.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,35.0,53.0,45.0,53.0,56.0,252.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,37.0,44.0,34.0,40.0,49.0,207.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,71.0,58.0,63.0,63.0,62.0,311.0
20172,N,BOGOTA,TARDE,OFICIAL,F,51.0,58.0,57.0,60.0,62.0,293.0
20172,,BOGOTA,UNICA,NO OFICIAL,M,61.0,70.0,63.0,69.0,75.0,343.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,57.0,60.0,57.0,56.0,60.0,291.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,40.0,68.0,64.0,68.0,73.0,330.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,70.0,60.0,58.0,54.0,62.0,297.0
20171,,BOGOTA,COMPLETA,NO OFICIAL,F,76.0,56.0,27.0,41.0,33.0,210.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,50.0,63.0,55.0,58.0,60.0,292.0
20181,,BOGOTA,SABATINA,NO OFICIAL,M,42.0,43.0,33.0,36.0,43.0,195.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,75.0,75.0,62.0,57.0,65.0,328.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,40.0,53.0,47.0,49.0,51.0,246.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,55.0,33.0,59.0,49.0,57.0,250.0
20172,N,BOGOTA,TARDE,OFICIAL,F,39.0,54.0,45.0,47.0,54.0,246.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,46.0,29.0,45.0,47.0,42.0,206.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,48.0,33.0,57.0,54.0,51.0,243.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,43.0,30.0,25.0,41.0,35.0,168.0
20172,,BOGOTA,TARDE,OFICIAL,M,48.0,54.0,54.0,56.0,51.0,267.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,49.0,44.0,55.0,47.0,52.0,247.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,73.0,64.0,65.0,68.0,62.0,327.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,44.0,53.0,49.0,47.0,55.0,252.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,49.0,58.0,42.0,33.0,60.0,242.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,71.0,75.0,66.0,67.0,60.0,337.0
20172,N,BOGOTA,TARDE,OFICIAL,F,43.0,43.0,42.0,51.0,51.0,232.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,F,85.0,80.0,70.0,74.0,67.0,368.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,F,85.0,80.0,70.0,74.0,67.0,368.0
20172,,BOGOTA,TARDE,OFICIAL,F,61.0,61.0,62.0,56.0,59.0,298.0
20172,N,BOGOTA,TARDE,NO OFICIAL,F,31.0,43.0,36.0,42.0,34.0,191.0
20172,N,BOGOTA,TARDE,OFICIAL,F,49.0,46.0,61.0,51.0,62.0,273.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,41.0,39.0,39.0,40.0,52.0,212.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,55.0,58.0,54.0,55.0,58.0,281.0
20172,,BOGOTA,TARDE,OFICIAL,F,43.0,36.0,47.0,48.0,49.0,224.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,57.0,59.0,63.0,60.0,59.0,300.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,50.0,47.0,50.0,52.0,55.0,255.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,82.0,81.0,79.0,80.0,75.0,395.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,80.0,65.0,65.0,63.0,68.0,332.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,49.0,28.0,40.0,44.0,42.0,197.0
20172,N,BOGOTA,COMPLETA,OFICIAL,M,55.0,65.0,56.0,62.0,59.0,300.0
20181,,BOGOTA,MAÑANA,NO OFICIAL,M,39.0,33.0,36.0,34.0,33.0,172.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,37.0,39.0,28.0,34.0,38.0,175.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,76.0,74.0,79.0,65.0,65.0,356.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,50.0,51.0,40.0,49.0,49.0,237.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,61.0,53.0,48.0,53.0,50.0,259.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,83.0,71.0,71.0,76.0,79.0,375.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,51.0,45.0,43.0,42.0,47.0,224.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,77.0,80.0,100.0,76.0,76.0,413.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,61.0,53.0,58.0,59.0,63.0,292.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,56.0,50.0,60.0,67.0,61.0,296.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,F,68.0,64.0,58.0,62.0,60.0,308.0
20172,,BOGOTA,TARDE,OFICIAL,F,39.0,34.0,39.0,31.0,42.0,183.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,64.0,57.0,49.0,41.0,58.0,261.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,49.0,55.0,54.0,59.0,54.0,275.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,44.0,49.0,48.0,52.0,50.0,247.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,79.0,75.0,71.0,72.0,66.0,358.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,68.0,63.0,51.0,63.0,57.0,296.0
20172,N,BOGOTA,TARDE,OFICIAL,M,43.0,50.0,53.0,49.0,51.0,251.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,F,82.0,68.0,57.0,64.0,66.0,326.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,F,82.0,68.0,57.0,64.0,66.0,326.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,65.0,76.0,58.0,62.0,65.0,326.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,52.0,62.0,65.0,69.0,71.0,328.0
20172,N,BOGOTA,UNICA,OFICIAL,M,62.0,67.0,63.0,63.0,56.0,311.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,M,66.0,73.0,63.0,68.0,67.0,338.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,M,66.0,73.0,63.0,68.0,67.0,338.0
20172,,BOGOTA,TARDE,OFICIAL,M,58.0,60.0,55.0,52.0,39.0,260.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,42.0,52.0,47.0,52.0,52.0,250.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,52.0,63.0,65.0,66.0,66.0,320.0
20172,N,BOGOTA,SABATINA,NO OFICIAL,M,55.0,67.0,63.0,63.0,55.0,307.0
20172,N,BOGOTA,UNICA,OFICIAL,F,45.0,35.0,40.0,30.0,44.0,189.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,79.0,76.0,64.0,72.0,66.0,351.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,62.0,65.0,65.0,70.0,58.0,322.0
20172,N,BOGOTA,TARDE,OFICIAL,M,58.0,56.0,60.0,57.0,61.0,292.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,69.0,74.0,74.0,76.0,75.0,372.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,79.0,72.0,55.0,70.0,73.0,342.0
20181,,BOGOTA,SABATINA,NO OFICIAL,M,54.0,47.0,58.0,53.0,63.0,276.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,51.0,52.0,63.0,57.0,51.0,277.0
20172,N,BOGOTA,TARDE,OFICIAL,F,32.0,44.0,55.0,48.0,45.0,234.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,51.0,45.0,42.0,46.0,51.0,232.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,62.0,74.0,58.0,65.0,57.0,317.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,43.0,40.0,41.0,48.0,39.0,210.0
20172,,BOGOTA,SABATINA,NO OFICIAL,F,34.0,44.0,50.0,45.0,51.0,232.0
20172,N,BOGOTA,TARDE,OFICIAL,F,42.0,48.0,44.0,47.0,46.0,230.0
20172,N,BOGOTA,TARDE,OFICIAL,F,42.0,57.0,60.0,62.0,58.0,290.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,43.0,54.0,57.0,60.0,53.0,275.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,80.0,72.0,58.0,66.0,65.0,332.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,40.0,50.0,36.0,47.0,42.0,217.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,49.0,48.0,55.0,55.0,51.0,260.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,54.0,60.0,55.0,58.0,53.0,282.0
20172,N,BOGOTA,TARDE,OFICIAL,F,50.0,55.0,51.0,53.0,64.0,277.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,70.0,59.0,58.0,46.0,61.0,285.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,37.0,43.0,46.0,41.0,50.0,222.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,54.0,59.0,64.0,61.0,66.0,309.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,55.0,77.0,76.0,71.0,71.0,362.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,56.0,77.0,64.0,65.0,66.0,335.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,82.0,73.0,64.0,51.0,61.0,319.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,82.0,73.0,64.0,51.0,61.0,319.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,42.0,59.0,39.0,64.0,59.0,271.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,59.0,63.0,52.0,60.0,55.0,288.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,57.0,56.0,54.0,50.0,55.0,270.0
20172,N,BOGOTA,TARDE,OFICIAL,F,63.0,40.0,56.0,53.0,45.0,248.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,61.0,47.0,47.0,31.0,51.0,227.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,64.0,60.0,57.0,71.0,63.0,314.0
20172,N,BOGOTA,NOCHE,OFICIAL,M,49.0,59.0,64.0,62.0,64.0,306.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,55.0,55.0,52.0,50.0,47.0,257.0
20172,N,BOGOTA,UNICA,OFICIAL,F,46.0,44.0,58.0,56.0,58.0,267.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,42.0,37.0,43.0,47.0,51.0,222.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,43.0,44.0,33.0,46.0,39.0,203.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,54.0,73.0,64.0,70.0,80.0,352.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,59.0,55.0,50.0,54.0,53.0,267.0
20172,N,BOGOTA,TARDE,OFICIAL,M,38.0,50.0,50.0,41.0,45.0,229.0
20172,N,BOGOTA,TARDE,OFICIAL,M,34.0,53.0,57.0,45.0,60.0,261.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,47.0,58.0,51.0,56.0,53.0,270.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,52.0,62.0,64.0,57.0,52.0,291.0
20172,N,BOGOTA,UNICA,OFICIAL,M,55.0,57.0,50.0,53.0,54.0,268.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,49.0,50.0,42.0,55.0,51.0,247.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,54.0,60.0,55.0,58.0,59.0,288.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,44.0,59.0,39.0,45.0,34.0,221.0
20172,N,BOGOTA,TARDE,OFICIAL,F,56.0,60.0,52.0,55.0,61.0,285.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,80.0,81.0,78.0,80.0,66.0,383.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,50.0,32.0,44.0,49.0,46.0,217.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,79.0,72.0,69.0,71.0,68.0,353.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,36.0,44.0,41.0,46.0,42.0,213.0
20172,,BOGOTA,TARDE,OFICIAL,F,36.0,38.0,45.0,40.0,38.0,200.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,68.0,60.0,64.0,60.0,64.0,312.0
20172,N,BOGOTA,TARDE,OFICIAL,M,48.0,53.0,46.0,50.0,40.0,237.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,48.0,40.0,59.0,54.0,60.0,264.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,43.0,57.0,55.0,52.0,49.0,262.0
20172,,BOGOTA,TARDE,OFICIAL,M,77.0,64.0,50.0,62.0,61.0,303.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,65.0,62.0,54.0,62.0,58.0,297.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,50.0,61.0,66.0,58.0,64.0,307.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,69.0,59.0,65.0,69.0,63.0,322.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,37.0,34.0,38.0,38.0,52.0,201.0
20172,,BOGOTA,SABATINA,NO OFICIAL,M,49.0,56.0,56.0,49.0,54.0,267.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,62.0,53.0,47.0,55.0,60.0,272.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,63.0,62.0,59.0,53.0,56.0,290.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,78.0,60.0,56.0,63.0,67.0,314.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,78.0,60.0,56.0,63.0,67.0,314.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,47.0,55.0,41.0,40.0,52.0,235.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,42.0,40.0,43.0,49.0,46.0,222.0
20172,N,BOGOTA,TARDE,OFICIAL,M,65.0,48.0,57.0,56.0,57.0,277.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,52.0,59.0,56.0,56.0,59.0,285.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,37.0,24.0,44.0,37.0,38.0,179.0
20172,N,BOGOTA,TARDE,OFICIAL,M,57.0,54.0,50.0,60.0,59.0,279.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,65.0,60.0,65.0,62.0,60.0,310.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,37.0,46.0,44.0,52.0,54.0,240.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,45.0,37.0,44.0,42.0,43.0,209.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,51.0,51.0,47.0,54.0,53.0,256.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,60.0,43.0,51.0,50.0,53.0,250.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,47.0,54.0,56.0,57.0,58.0,278.0
20172,N,BOGOTA,TARDE,OFICIAL,F,42.0,61.0,47.0,53.0,57.0,268.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,52.0,60.0,51.0,57.0,58.0,281.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,49.0,44.0,51.0,49.0,49.0,242.0
20171,N,BOGOTA,COMPLETA,NO OFICIAL,F,82.0,80.0,76.0,73.0,77.0,385.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,56.0,66.0,71.0,61.0,62.0,322.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,47.0,40.0,36.0,36.0,44.0,198.0
20172,N,BOGOTA,TARDE,OFICIAL,F,46.0,63.0,54.0,58.0,57.0,285.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,47.0,48.0,44.0,44.0,40.0,221.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,43.0,54.0,49.0,55.0,57.0,265.0
20172,N,BOGOTA,COMPLETA,OFICIAL,M,43.0,48.0,42.0,50.0,52.0,238.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,48.0,38.0,41.0,40.0,44.0,207.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,F,100.0,76.0,76.0,81.0,80.0,400.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,56.0,54.0,54.0,55.0,60.0,279.0
20172,,BOGOTA,TARDE,OFICIAL,F,76.0,64.0,76.0,70.0,67.0,349.0
20181,,BOGOTA,COMPLETA,NO OFICIAL,M,84.0,78.0,70.0,70.0,71.0,366.0
20181,,BOGOTA,COMPLETA,NO OFICIAL,M,84.0,78.0,70.0,70.0,71.0,366.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,M,73.0,68.0,57.0,62.0,59.0,312.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,M,73.0,68.0,57.0,62.0,59.0,312.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,57.0,54.0,59.0,59.0,70.0,301.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,60.0,49.0,66.0,56.0,63.0,293.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,49.0,59.0,64.0,63.0,62.0,305.0
20172,N,BOGOTA,UNICA,OFICIAL,F,58.0,65.0,50.0,58.0,58.0,289.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,85.0,68.0,70.0,68.0,79.0,362.0
20172,N,BOGOTA,SABATINA,OFICIAL,F,45.0,47.0,41.0,37.0,42.0,210.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,52.0,56.0,64.0,59.0,55.0,290.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,59.0,61.0,58.0,60.0,59.0,297.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,48.0,27.0,45.0,31.0,56.0,202.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,67.0,59.0,67.0,59.0,57.0,305.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,69.0,61.0,58.0,50.0,52.0,282.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,56.0,52.0,44.0,54.0,48.0,250.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,72.0,61.0,71.0,64.0,63.0,327.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,100.0,73.0,72.0,70.0,71.0,368.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,54.0,53.0,52.0,64.0,64.0,290.0
20172,N,BOGOTA,TARDE,OFICIAL,F,46.0,66.0,62.0,57.0,65.0,306.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,F,80.0,68.0,61.0,65.0,55.0,318.0
20172,N,BOGOTA,TARDE,OFICIAL,M,53.0,68.0,60.0,64.0,58.0,309.0
20172,N,BOGOTA,TARDE,OFICIAL,M,46.0,47.0,42.0,46.0,55.0,237.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,61.0,51.0,57.0,57.0,61.0,284.0
20172,N,BOGOTA,TARDE,OFICIAL,F,58.0,62.0,64.0,57.0,65.0,308.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,54.0,45.0,54.0,51.0,57.0,260.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,62.0,65.0,61.0,62.0,64.0,315.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,60.0,61.0,47.0,50.0,59.0,273.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,42.0,47.0,48.0,41.0,51.0,232.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,36.0,39.0,34.0,45.0,44.0,201.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,46.0,28.0,34.0,32.0,36.0,168.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,43.0,31.0,50.0,51.0,55.0,232.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,34.0,47.0,47.0,54.0,49.0,240.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,55.0,54.0,64.0,62.0,68.0,307.0
20172,N,BOGOTA,TARDE,OFICIAL,F,49.0,47.0,55.0,52.0,61.0,267.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,47.0,62.0,50.0,59.0,57.0,281.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,44.0,47.0,49.0,49.0,46.0,237.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,63.0,61.0,51.0,45.0,62.0,277.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,61.0,57.0,69.0,58.0,62.0,307.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,44.0,55.0,50.0,47.0,49.0,249.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,46.0,57.0,50.0,56.0,52.0,266.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,35.0,41.0,25.0,33.0,42.0,176.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,79.0,76.0,100.0,72.0,76.0,404.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,59.0,54.0,50.0,59.0,49.0,267.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,40.0,45.0,48.0,45.0,54.0,237.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,74.0,69.0,72.0,71.0,75.0,360.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,84.0,70.0,73.0,71.0,75.0,366.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,84.0,70.0,73.0,71.0,75.0,366.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,35.0,41.0,48.0,40.0,41.0,210.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,68.0,70.0,67.0,60.0,62.0,325.0
20172,N,BOGOTA,SABATINA,OFICIAL,M,53.0,63.0,68.0,59.0,70.0,320.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,56.0,62.0,62.0,58.0,62.0,303.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,71.0,60.0,62.0,59.0,59.0,304.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,59.0,58.0,52.0,57.0,58.0,282.0
20172,N,BOGOTA,TARDE,OFICIAL,F,57.0,44.0,55.0,49.0,53.0,254.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,39.0,48.0,43.0,42.0,45.0,220.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,67.0,72.0,67.0,70.0,67.0,344.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,65.0,37.0,42.0,35.0,54.0,219.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,63.0,62.0,63.0,60.0,70.0,318.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,85.0,72.0,78.0,77.0,67.0,372.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,100.0,78.0,78.0,77.0,78.0,397.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,57.0,58.0,45.0,52.0,40.0,247.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,75.0,68.0,67.0,69.0,66.0,340.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,63.0,61.0,51.0,61.0,49.0,280.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,43.0,41.0,50.0,54.0,55.0,247.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,83.0,67.0,77.0,68.0,65.0,352.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,83.0,67.0,77.0,68.0,65.0,352.0
20172,N,BOGOTA,TARDE,OFICIAL,F,70.0,74.0,67.0,72.0,68.0,351.0
20172,N,BOGOTA,TARDE,OFICIAL,M,48.0,47.0,54.0,43.0,53.0,246.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,57.0,49.0,59.0,53.0,67.0,285.0
20172,,BOGOTA,TARDE,OFICIAL,F,52.0,48.0,50.0,48.0,45.0,240.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,60.0,53.0,58.0,55.0,58.0,282.0
